
,,1353115.441,4859458.386,92.21
,,1353119.136,4859455.013,92.16
,,1353122.832,4859451.640,92.10
,,1353126.527,4859448.267,92.10
,,1353130.222,4859444.894,92.07
,,1353133.917,4859441.521,92.09
,,1353137.612,4859438.148,92.05
,,1353141.307,4859434.774,92.05
,,1353145.003,4859431.401,92.04
,,1353148.698,4859428.028,92.01
,,1353152.393,4859424.655,92.00
,,1353156.088,4859421.282,91.99
,,1353159.783,4859417.909,91.95
,,1353163.478,4859414.536,91.92
,,1353167.173,4859411.163,91.89
,,1353170.869,4859407.789,91.86
,,1353174.564,4859404.416,91.81
,,1353178.259,4859401.043,91.79
,,1353181.954,4859397.670,91.76
,,1353183.437,4859396.316,91.76
,,1353186.308,4859392.218,91.74
,,1353189.179,4859388.121,91.71
,,1353192.050,4859384.023,91.70
,,1353194.920,4859379.925,91.68
,,1353197.791,4859375.827,91.64
,,1353200.662,4859371.730,91.61
,,1353203.532,4859367.632,91.58
,,1353206.403,4859363.534,91.56
,,1353209.274,4859359.437,91.54
,,1353212.145,4859355.339,91.51
,,1353215.015,4859351.241,91.49
,,1353217.886,4859347.144,91.48
,,1353220.757,4859343.046,91.46
,,1353223.627,4859338.948,91.44
,,1353226.498,4859334.850,91.41
,,1353229.369,4859330.753,91.39
,,1353232.240,4859326.655,91.37
,,1353235.110,4859322.557,91.31
,,1353237.981,4859318.460,91.26
,,1353239.325,4859316.542,91.25
,,1353242.791,4859312.934,91.23
,,1353246.257,4859309.326,91.20
,,1353249.723,4859305.718,91.15
,,1353253.189,4859302.110,91.13
,,1353256.655,4859298.501,91.11
,,1353260.121,4859294.893,91.08
,,1353263.587,4859291.285,91.08
,,1353267.053,4859287.677,91.05
,,1353270.520,4859284.069,91.03
,,1353273.986,4859280.461,91.01
,,1353277.452,4859276.853,90.99
,,1353280.918,4859273.245,90.95
,,1353284.384,4859269.637,90.94
,,1353287.850,4859266.029,90.92
,,1353291.316,4859262.421,90.89
,,1353294.782,4859258.813,90.86
,,1353298.248,4859255.204,90.84
,,1353301.714,4859251.596,90.80
,,1353305.181,4859247.988,90.78
,,1353308.647,4859244.380,90.76
,,1353312.113,4859240.772,90.74
,,1353315.579,4859237.164,90.73
,,1353319.045,4859233.556,90.72
,,1353322.511,4859229.948,90.71
,,1353325.977,4859226.340,90.70
,,1353329.443,4859222.732,90.71
,,1353332.909,4859219.124,90.70
,,1353336.376,4859215.516,90.69
,,1353339.842,4859211.908,90.68
,,1353343.308,4859208.299,90.66
,,1353346.774,4859204.691,90.64
,,1353350.240,4859201.083,90.63
,,1353353.706,4859197.475,90.62
,,1353357.172,4859193.867,90.60
,,1353360.638,4859190.259,90.56
,,1353364.104,4859186.651,90.55
,,1353367.570,4859183.043,90.53
,,1353371.037,4859179.435,90.49
,,1353374.503,4859175.827,90.47
,,1353377.969,4859172.219,90.47
,,1353381.435,4859168.611,90.46
,,1353384.901,4859165.002,90.46
,,1353388.367,4859161.394,90.46
,,1353391.833,4859157.786,90.45
,,1353395.299,4859154.178,90.44
,,1353398.765,4859150.570,90.44
,,1353402.232,4859146.962,90.43
,,1353405.698,4859143.354,90.41
,,1353409.164,4859139.746,90.40
,,1353409.912,4859138.967,90.39
,,1353413.562,4859135.546,90.37
,,1353417.212,4859132.124,90.35
,,1353420.862,4859128.702,90.33
,,1353424.512,4859125.280,90.31
,,1353428.162,4859121.858,90.29
,,1353431.812,4859118.436,90.28
,,1353435.462,4859115.015,90.25
,,1353439.112,4859111.593,90.22
,,1353442.762,4859108.171,90.21
,,1353446.412,4859104.749,90.18
,,1353450.063,4859101.327,90.18
,,1353453.713,4859097.905,90.16
,,1353457.363,4859094.483,90.14
,,1353461.013,4859091.062,90.13
,,1353464.663,4859087.640,90.10
,,1353468.313,4859084.218,90.07
,,1353471.963,4859080.796,90.06
,,1353475.613,4859077.374,90.06
,,1353479.263,4859073.952,90.04
,,1353482.913,4859070.531,90.03
,,1353486.563,4859067.109,90.01
,,1353490.213,4859063.687,90.00
,,1353493.864,4859060.265,89.98
,,1353497.514,4859056.843,89.96
,,1353501.164,4859053.421,89.94
,,1353504.814,4859050.000,89.92
,,1353508.464,4859046.578,89.90
,,1353512.114,4859043.156,89.87
,,1353515.764,4859039.734,89.86
,,1353519.414,4859036.312,89.83
,,1353523.064,4859032.890,89.79
,,1353523.418,4859032.559,89.79
,,1353526.905,4859028.971,89.76
,,1353530.392,4859025.384,89.75
,,1353533.879,4859021.796,89.71
,,1353537.366,4859018.208,89.68
,,1353540.853,4859014.620,89.66
,,1353544.340,4859011.033,89.66
,,1353547.827,4859007.445,89.65
,,1353551.315,4859003.857,89.64
,,1353554.802,4859000.269,89.64
,,1353558.289,4858996.681,89.61
,,1353561.776,4858993.094,89.58
,,1353565.263,4858989.506,89.57
,,1353568.750,4858985.918,89.53
,,1353572.237,4858982.330,89.51
,,1353575.724,4858978.743,89.48
,,1353579.212,4858975.155,89.47
,,1353582.699,4858971.567,89.45
,,1353586.186,4858967.979,89.43
,,1353589.673,4858964.392,89.42
,,1353593.160,4858960.804,89.41
,,1353596.647,4858957.216,89.40
,,1353600.134,4858953.628,89.37
,,1353603.621,4858950.041,89.34
,,1353607.109,4858946.453,89.33
,,1353610.596,4858942.865,89.30
,,1353614.083,4858939.277,89.31
,,1353617.570,4858935.690,89.30
,,1353621.057,4858932.102,89.28
,,1353624.544,4858928.514,89.29
,,1353628.031,4858924.926,89.30
,,1353631.518,4858921.338,89.28
,,1353635.005,4858917.751,89.27
,,1353638.493,4858914.163,89.25
,,1353641.980,4858910.575,89.23
,,1353645.467,4858906.987,89.21
,,1353648.954,4858903.400,89.17
,,1353652.441,4858899.812,89.14
,,1353655.928,4858896.224,89.12
,,1353659.415,4858892.636,89.13
,,1353662.902,4858889.049,89.10
,,1353666.390,4858885.461,89.08
,,1353669.877,4858881.873,89.09
,,1353673.364,4858878.285,89.06
,,1353676.851,4858874.698,89.03
,,1353680.338,4858871.110,89.01
,,1353683.825,4858867.522,88.94
,,1353687.312,4858863.934,88.85
,,1353690.799,4858860.347,88.72
,,1353694.287,4858856.759,88.61
,,1353697.774,4858853.171,88.83
,,1353701.261,4858849.583,88.18
,,1353704.748,4858845.995,88.22
,,1353708.235,4858842.408,88.08
,,1353711.722,4858838.820,87.91
,,1353715.209,4858835.232,87.83
,,1353718.696,4858831.644,87.54
,,1353722.184,4858828.057,88.88
,,1353725.671,4858824.469,87.46
,,1353729.158,4858820.881,88.56
,,1353732.645,4858817.293,89.31
,,1353736.132,4858813.706,90.62
,,1353739.619,4858810.118,90.91
,,1353743.106,4858806.530,90.72
,,1353746.593,4858802.942,90.14
,,1353750.081,4858799.355,90.28
,,1353753.568,4858795.767,90.22
,,1353757.055,4858792.179,88.21
,,1353760.542,4858788.591,89.04
,,1353764.029,4858785.004,87.78
,,1353767.516,4858781.416,88.55
,,1353771.003,4858777.828,88.14
,,1353774.490,4858774.240,87.57
,,1353777.978,4858770.653,87.61
,,1353781.465,4858767.065,87.63
,,1353784.952,4858763.477,87.64
,,1353788.439,4858759.889,87.65
,,1353791.926,4858756.301,87.67
,,1353795.413,4858752.714,87.68
,,1353798.190,4858749.857,87.70
,,1353801.717,4858746.308,87.70
,,1353805.243,4858742.760,87.71
,,1353808.770,4858739.211,87.69
,,1353812.297,4858735.662,87.69
,,1353815.824,4858732.113,87.68
,,1353819.351,4858728.565,87.69
,,1353822.878,4858725.016,87.68
,,1353826.404,4858721.467,87.66
,,1353829.931,4858717.918,87.66
,,1353833.458,4858714.370,87.64
,,1353836.985,4858710.821,87.62
,,1353840.512,4858707.272,87.62
,,1353844.039,4858703.723,87.59
,,1353847.565,4858700.175,87.59
,,1353851.092,4858696.626,87.58
,,1353854.619,4858693.077,87.58
,,1353858.146,4858689.529,87.56
,,1353861.673,4858685.980,87.56
,,1353865.200,4858682.431,87.56
,,1353868.726,4858678.882,87.54
,,1353872.253,4858675.334,87.53
,,1353875.780,4858671.785,87.51
,,1353879.307,4858668.236,87.52
,,1353882.834,4858664.687,87.49
,,1353886.361,4858661.139,87.49
,,1353889.887,4858657.590,87.47
,,1353893.414,4858654.041,87.45
,,1353896.941,4858650.492,87.44
,,1353900.468,4858646.944,87.43
,,1353903.995,4858643.395,87.41
,,1353907.521,4858639.846,87.40
,,1353911.048,4858636.298,87.40
,,1353914.575,4858632.749,87.37
,,1353918.102,4858629.200,87.37
,,1353921.629,4858625.651,87.36
,,1353925.156,4858622.103,87.36
,,1353928.682,4858618.554,87.35
,,1353932.209,4858615.005,87.35
,,1353935.736,4858611.456,87.33
,,1353939.263,4858607.908,87.32
,,1353942.790,4858604.359,87.31
,,1353946.317,4858600.810,87.29
,,1353949.843,4858597.262,87.26
,,1353953.370,4858593.713,87.25
,,1353956.897,4858590.164,87.25
,,1353960.424,4858586.615,87.25
,,1353963.951,4858583.067,87.23
,,1353967.478,4858579.518,87.22
,,1353969.722,4858577.260,87.20
,,1353972.954,4858573.440,87.18
,,1353976.185,4858569.621,87.18
,,1353979.417,4858565.801,87.17
,,1353982.649,4858561.982,87.17
,,1353985.880,4858558.163,87.15
,,1353989.112,4858554.343,87.13
,,1353992.344,4858550.524,87.13
,,1353995.575,4858546.704,87.13
,,1353998.807,4858542.885,87.11
,,1354002.039,4858539.065,87.10
,,1354005.270,4858535.246,87.08
,,1354008.502,4858531.426,87.10
,,1354011.734,4858527.607,87.07
,,1354014.966,4858523.788,87.06
,,1354018.197,4858519.968,87.06
,,1354021.429,4858516.149,87.03
,,1354024.661,4858512.329,87.03
,,1354027.892,4858508.510,87.02
,,1354031.124,4858504.690,87.00
,,1354034.356,4858500.871,87.00
,,1354037.587,4858497.052,87.01
,,1354039.599,4858494.674,86.99
,,1354043.427,4858491.452,86.98
,,1354047.255,4858488.230,86.98
,,1354051.083,4858485.008,86.96
,,1354054.911,4858481.787,86.93
,,1354058.738,4858478.565,86.93
,,1354062.566,4858475.343,86.94
,,1354066.394,4858472.121,86.90
,,1354070.222,4858468.899,86.91
,,1354074.049,4858465.677,86.91
,,1354077.877,4858462.456,86.89
,,1354081.705,4858459.234,86.86
,,1354085.533,4858456.012,86.86
,,1354089.361,4858452.790,86.87
,,1354093.188,4858449.568,86.83
,,1354097.016,4858446.347,86.87
,,1354100.844,4858443.125,86.84
,,1354104.672,4858439.903,86.82
,,1354108.499,4858436.681,86.83
,,1354112.327,4858433.459,86.79
,,1354116.155,4858430.238,86.79
,,1354119.983,4858427.016,86.80
,,1354123.254,4858424.263,86.81
,,1354126.724,4858420.659,86.80
,,1354130.195,4858417.055,86.79
,,1354133.665,4858413.451,86.77
,,1354137.135,4858409.847,86.74
,,1354140.606,4858406.243,86.77
,,1354144.076,4858402.639,86.76
,,1354147.546,4858399.035,86.76
,,1354151.017,4858395.431,86.73
,,1354154.487,4858391.827,86.73
,,1354157.958,4858388.223,86.71
,,1354161.428,4858384.619,86.70
,,1354164.898,4858381.015,86.69
